shop,health_facility:type,office,healthcare:speciality,indoor,payment:cash,source:addr:housenumber:ref,ref:FR:FINESS,roof:orientation:compass,addr:housenumber,name:de,source,location,building:roof:colour,fax,roof:colour,contact:postcode,emergency,ref:FR:SIREN,ref:FR:SIRET,historic,FID,addr:street,bmo:type,source:name,fixme,name:en,contact:fax,addr:city,wheelchair:description,payment:debit_cards,type:FR:FINESS,addr:postcode,roof:material,level,payment:credit_cards,roof:orientation,source:geometry:date,payment:mastercard,amenity_1,amenity_2,payment:american_express,wheelchair:step_height,source:addr,payment:maestro,operational_status,access,payment:cheque,ref,email,barrier,contact:email,name:br,roof:shape,building:use,wall,source:geometry,source:building,health_person:type,health_specialty:radiology,toilets:wheelchair,massage,source:ref:FR:FINESS,lon,contact:website,survey:date,layer,height,alt_name,building:roof:shape,contact:country,operator,railway:historic,contact:city,short_name,area,opening_hours,contact:phone,addr:housename,name,whc:inscription_date,heritage,type,start_date,website,noname,contact:housenumber,source:date,phone,health_specialty:allergology,official_name,old_name,smoking,opening_hours:signed,room,source:version,disused:name,buildingpart,dispensing,ref:FR:NAF,wheelchair,amenity,operator:type,addr:unit,ref:whc,payment:notes,source:addr:version,medical_system:western,doctor,building:levels,note,name:fr,contact:street,description,building:material,note:fr,addr:full,payment:visa,lat,reservation,building,building:colour,payment:coins,roof:levels,addr:place,healthcare,disused:railway,addr:country,heritage:operator,ref:FR:LaPoste
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2019,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8956704,,,,,,,,,,,,,,,,Médecine du travail,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.7407651,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6597400,,,,,,,,,,,,,,,,Médecine du travail,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.6034280,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3420742,,,,,,,,,,,,,,,,Médecine du travail,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.9133599,,yes,,,,,doctor,,,,
,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3719222,,,,,,,,,,,,,"Mo-Sa 9:00-12:00,14:00-18:00",,,Médecine du travail,,,,,,,,,+33146871595,,,,,,,,,room,,,,doctors,,,,,,,,,,,,,,,,,48.7560708,,,,,,,,,,,
,dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,Theodolite,,,,,,,-149.5342728,,,,,,,,,,,,,,,,Médecine du travail (CGPME),,,,,,,,2017-02-13,,,,,,,,,,,,,,doctors,private,,,,,,,,,,,,hard,,,,-17.5306010,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3588985,,,,,,,,,,,,,,,,Médecine générale,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.4134042,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4146309,,,,,,,,,,,,,,,,Médecine générale,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.9296083,,yes,,,,,,,,,
,,,,,,,690042791,,,,Le ministère des solidarités et de la santé - 03/2019,,,,,,,,,,,,,,,,,,,,,,roof_tiles,,,,,,,,,,,,,,,,,,,,hipped,,,,,,,,,,4.8804164,,,,,,,,,,,,,,,,Médecine préventive,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.7858240,,yes,,,,,yes,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2102050,,,,,,,,,,,,,,,,"Médecins généralistes Bouvet, Froger, Juret, Passot, Travers, Le Mouellic",,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.1211400,,yes,,,,,,,,,
,,,,,,,,,19,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,Rue de la Libération,,,,,,Chevannes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4453920,,,,,,,,SOS Médecins Essonne,,,,,24/7,,,Médi Centre Val d'Essonne,,,,,http://www.medi-centre.fr/,,,,+33 8 25 56 91 91,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.5329810,,yes,,,,,,,FR,,
,,,,,,,,,69 bis,,Mairie de ST-Quentin-Fallavier,,,,,,,,,,,Rue Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1033333,,,,,,,,,,,,,"Mo-Sa 08:30-12:00,13:30-17:00",,,Médicentre,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.6350951,,yes,,,,,,,,,
,,,,,,,,,,,GrandNancy Orthophotographie 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1388010,,,,,,,,,,,,,,,,Médipole Saint-Jacques,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.7033420,,,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9843620,,,,,,,,,,,,,,,,Médival,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.1371970,,yes,,,,,,,,,
,,,,,,,,,32,,,,,,,,,,,,,Rue Auguste Grandin,,,,,,Saint-Lô,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0797243,,,,,,,,,,,,,,,,Ophtalmologiste,,,,,http://annuairesante.ameli.fr/professionnels-de-sante/recherche-1/fiche-detaillee-BbI1kjIyOTO1-17097b68becae9623fc34b2b8aba1405.html,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.1023508,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4209327,,,,,,,,,,,,,,,,Ophtalmologue,,,,,,,,,+33 1 60 79 29 18,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.6430986,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4023672,,,,,,,,,,,,,,,,Orthodentiste,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.0420074,,,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,rue de la chagnée,,,,,,,,,,79500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1544366,,,,,,,,,,,,,,,,Orthophoniste,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.2281961,,yes,,,,,doctor,,,,
,,,orthophonist,,,,,,39,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2009,,,,,,,,,,,Rue de l'Église,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1677144,,,,,,,,,,,,,,,,Orthophoniste,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,50.5679324,,yes,,,,,doctor,,,,
,,,,,,,,,79,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2010420,,,,,,,,,,,,,,,,Orthophoniste,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.1147370,,yes,,,,,speech_therapist,,,,
,,,,,,,,,53bis,,,,,,,,,,,,,Avenue Maryse Bastié,,,,,,Bruges,,,,33520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6170700,,,,,,,,,,,,,,,,Orthopole,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.8876676,,yes,,,,,doctor,,,,
,,,,,,,,,,,"cadastre-dgi-fr, GPS, yahoo Imagery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3264607,,,,,,,,,,,,,,,,Osthéopathe,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,-20.9825082,,yes,,,,,,,,,
,,,,,,,,,56,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,Avenue du Général de Gaulle,,,,,,Parthenay,,,,79200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2428668,,,,,,,,,,,,,,,,Pagot,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.6480480,,yes,,,,,,,FR,,
,,,ophthalmology,,,,,,44,,,,,,,,,,,,,Chemin du Bord de Crau,,,,,,Istres,,,,13800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9629161,,,,,,,,,,,,,,,,Piero Siriani,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.5260356,,yes,,,,,doctor,,,,
hairdresser,,,,,,,,,21,,DGFiP - Cadastre - 2008,,,,,,,,,,,Boulevard Alsace-Lorraine,,,,,,Moissac,,,,82200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0842853,,,,,,,,,,,,,,,,Pierre Tailhades,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.1025872,,retail,,,,,,,,,
,,,general,,,,,,25,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,Rue du Docteur Michel Deutsch,,,,,,Soultz-sous-Forêts,,,,67250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8840950,,,,,,,,,,,,,,,,Pierre-Claude TRIGAUT,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.9373010,,yes,,,,,doctor,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3863720,,,,,,,,,,,,,,,,Podologue,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.1590780,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7462225,,,,,,,,,,,,,,,,Podologue Francis Grauffel,,,,,,,,,+33 3 88 33 27 25,,,,no,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,48.6046365,,,,,,,,,,,
,,,,,,,,,7,,data.gouv.fr:LaPoste - 01/2013,,,,,,,,,,,Rue de Sully,,,,,,Poilly-lez-Gien,,,,45500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5999620,,,,,,,,La Poste,,,,,,,,Poilly-lèz-Gien,,,,,,,,,3631,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,47.6782150,,yes,,,,,,,,,08523A
,,,,,,,,,,,,,,,,,,,,,,Rue du Faucigny,,,,,,Sallanches,,,,74700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6333050,,,,,,,,,,,,,,,,Policlinique de Sallanches,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.9355200,,yes,,,,,doctor,,,,
,,,,,,,,,,,,,,,,,water_rescue_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8791031,,,,,,,,,,,,,Jul-Aug 09:00-18:00,,,Poste de secours,,,,,,,,,+33 4 42 86 15 78,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.3534585,,yes,,,,,doctor,,,,
,,,,,,,,,,,Cadastre. Mise à jour : 2010; survey 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3956602,,,,,,,,,,,,,,,,Pédicure Podologie,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,4,,,,,,,,,48.8363044,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0214600,,,,,,,,,,,,,,,,"Pédicure, podologue, réflexologie,Kinésithérapeute, praticien en médecine traditionnelle chinoise",,,,,,,,,+33563044000,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.0649059,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1380284,,,,,,,,,,,,,,,,Pôle Médical,,,,,,,22,,,,,,,,,,,,,,,doctors,,,,,,,,,,,Avenue Georges Gershwin,,,,,,45.8935693,,yes,,,,,doctor,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6442530,,,,,,,,,,,,,,,,Pôle Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.8954560,,yes,,,,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9798640,,,,,,,,,,,,,,,,Pôle Médical La Triade,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.7326910,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3945480,,,,,,,,,,,,,,,,Pôle Médical de Brugheas,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,46.0943150,,yes,,,,,,,,,
,,,,,,,,,8,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,Route de Givry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8326912,,,,,,,,,,,,,,,,Pôle Paramédical du Pied,,,,,,,,,+33 3 45 28 00 74,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.7738376,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2828000,,,,,,,,,,,,,,,,Pôle Santé,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.3408280,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0023195,,,,,,,,,,,,,,,,Pôle Santé,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.2989846,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6964579,,,,,,,,,,,,,,,,Pôle Santé,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,46.5862160,,apartments,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4276813,,,,,,,,,,,,,,,,Pôle Santé Conflent,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,42.6164116,,yes,,,,,,,,,
,,,general,,,,,,222,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,Avenue du Taillan-Médoc,,,,,,Eysines,,,,33320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6547415,,,,,,,,,,,,,,,,Pôle Santé Lescombes,,,,,https://polesantelescombes.business.site/,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.8825752,,yes,,,,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5813270,,,,,,,,,,,,,,,,Pôle Santé Madère,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.7873490,,yes,,,,,,,,,
,,therapist,osteopathy;general,,,,,,1,,,,,,,,,,,,,Avenue Jacques Chastellain,,,,,,Rouen,,,,76000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1020652,,,,,,,,,,,,,,,,Pôle Santé Sport,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.4311756,,yes,,,,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6462540,,,,,,,,,,,,,,,,Pôle Santé de Picot,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.8821430,,yes,,,,,doctor,,,,
,,,,,,,,,2,,,,,,,,,,,,,Rue Georges Villette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8257648,,,,,,,,,,,,,,,,Pôle Santé de la Céramique,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.3598180,,yes,,,,,doctor,,,,
,,,general,,,,850021171,,9,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,Place du Général de Gaulle,,,,,,La Mothe-Achard,,,,85150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6607440,,,,,,,,,,,,,,,,Pôle Santé des Achards,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.6166530,,yes,,,,,doctor,,,,
,,,,,,,,,110,,,,,,,,,,,,,Impasse des Terrasses de la Chesnaie,,,,,,Nozay,,,,44170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6249207,,,,,,,,,,,,,,,,Pôle Santé et Social,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.5628463,,yes,,,,,doctor,,,,
,,,,,,,,,9,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2015,,,,,,,,,,,Rue Raymonde Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4096199,,,,,,,,,,,,,,,,Pôle de Santé,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.3278806,,yes,,,,,centre,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5007995,,,,,,,,,,,,,,,,Pôle de Santé,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.6816795,,yes,,,,,,,,,
,,,orthodontics;general,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0701190,,,,,Maison de santé,,,,,,,,,,,Pôle de Santé d'Amancey Loue Lison,,,,,http://www.femasac.fr/membres/doubs/amancey.html,,,,+33 3 81 86 62 46,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.0401850,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4380345,,,,,,,,,,,,,,,,Pôle de Santé des Rives de l'Ognon,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.9707581,,yes,,,,,centre,,,,
,,,,,,,090003724,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2063072,,,,,,,,,,,,,,,,Pôle de Santé des deux Vallées,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,42.8694294,,yes,,,,,,,,,
,,,,,,,,,,,Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2011;Mulhouse Alsace Agglomération 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3508620,,,,,,,,,,,,,,,,Pôle de psychiatrie pour enfants,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.7376642,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7758851,,,,,,,,,,,,,,,,Pôle médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.6610625,,yes,,,,,doctor,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2055541,,,,,,,,,,,,,,,,Pôle santé,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.9111598,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2747336,,,,,,,,,,,,,,+33 3 86 83 89 89,,Pôle santé Saint-Louis,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.2116783,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2754500,,,,,,,,,,,,,,,,Pôle santé Sainte-Colombe,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.2119910,,yes,,,,,,,,,
,,,general;paediatrics;kinesiotherapy,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6094260,,,,,,,,,,,,,,,,Pôle santé social,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.2447123,,yes,,,,,centre,,,,
,,,,,,,,,4,,DGFiP - Cadastre - 2008,,,,,,,,,,,Rue Jean Moulin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0900405,,,,,,,,,,,,,,,,Quercy Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.1049349,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6460100,,,,,,,,,,,,,,,,RIM,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,50.7301110,,yes,,,,,radiology,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6443770,,,,,,,,,,,,,,,,Radiologie Cap Sud,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,50.7252470,,yes,,,,,radiology,,,,
,,,radiology,,,,,,50,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,Avenue de la République,,,,,,Cran-Gevrier,,,,74960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1044763,,,,,,,,,,,,,,,,Radiologie Lac d'Annecy,,,,,https://www.radiologie-lac-annecy.fr/,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.9082902,,yes,,,,,,,,,
,,,radiology,,,,,,21,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2009,,,,,,,,,,,Avenue du Festival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4266750,,,,,,,,,,,,,,,,Radiologie Échographie,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,42.6234300,,yes,,,,,,,,,
,,,radiology,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,"Place Andrevetan,",,,,,,La Roche-sur-Foron,,,,74800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3102190,,,,,,,,,,,,,,,,Radiologue - Foussadier Philippe,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.0662850,,yes,,,,,,,,,
,,,radiology,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour :2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9348826,,,,,,,,,,,,,,,,Radiopole,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,42.6912042,,yes,,,,,doctor,,,,
,,,general,,,,,,40,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,,,,,,,,,,Rue Bourgneuf,,,,,,La Ferté-Bernard,,,,72400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6562600,,,,,,,,,,,,,,,,René Magniez,,,,,,,,,+33 2 43 71 90 13,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.1853840,,yes,,,,,doctor,,,,
