shop,cameras,name:cy,building:part,indoor,addr:parentstreet,survey_date,payment:cash,postal_code,smoking,is_in,addr:housenumber,source:addr:housenumber,old:fhrs:id,ref:store,payment:debit_cards,office,addr:town,addr:state,pharmacy,source,ref:NPLG:UPRN:1,source:number,opening_hours:url,covered,addr:village,fhrs:local_authority_id,fax,survey:date,emergency,food,material,contact:facebook,disused:shop,building:roof:orientation,sponser,addr:hamlet,source:area,addr:terrace,wikimedia_commons,addr:street,source:postal_code,source:name,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,stroller,parking:disabled,payment:credit_cards,payment:contactless,HE_ref,roof:orientation,floors,money_transfer,disused,internet_access,payment:mastercard,opening_hours:pharmacy,opening_hours:post_office,amenity_1,twitter,designation,roof:height,lawyer,medical_supply,payment:american_express,description,alcohol,not:addr:postcode,contact:email,wikipedia,addr:province,fhrs:rating,fhrs:authority,brand:wikidata,ref:cadw,check_date,leasing_number,ref,email,takeaway,phone2,recycling:batteries,fhrs:id,roof:shape,contact:twitter,old_amenity,addr:source,atm,source:geometry,addr:city,source:building,roof:direction,fhrs:name,source:listed_status,toilets:wheelchair,retail,opticians,comment,drive_through,source:location,ref:pol_id,lon,contact:website,roof:colour,layer,height,dispensing_hours,int_name,alt_name,building:roof:shape,operator,brand:wikipedia,previous_name,fixme:addr2,fixme:addr4,currency:GBP,area,opening_hours,contact:phone,addr:housename,old_fhrs:id,heritage,architect,dogs,website,addr:unit,source:height,listed_status,brand,addr:suburb,phone,old_name,source:outline,indoor:level,disused:fhrs:id,room,note:fsha,atm:fee,start_date,deaf:description:en,dispensing,landuse,source:amenity,roof:levels,amenity,addr:street:en,source:shape,parking,telephone,addr:floor,admin_name,wikidata,source:postcode,alt_shop,cuisine,verified,ref:gphc,fhrs:inspectiondate,building:levels,image,note,nhs,addr:locality,branch,FIXME,source:addr,building:material,addr:full,payment:visa,fhrs:localauthoritybusinessID,levels,building:architecture,addr:county,source:addr:postcode,lat,old_shop,building,building:colour,addr:district,store_ref,url,wheelchair,addr:place,branch:ref,historic,parking:access,healthcare,colour,addr:country,heritage:operator,operator:wikidata
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowland Pharmacy,,,WF2 7JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4976922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6490506,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,24-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-26 Market Street,,,,,,Rowland's Pharmacy,,,BD19 5AJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227234,,,,,,,Cleckheaton,,,,,,,,,,,,-1.7133141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,53.7238724,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0882898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5866837,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0916939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2633500,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5463090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6001510,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,Maxar-Premium,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5975172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9109795,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,-1.2210114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1587847,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horns Lane,,,,,,Rowlands,,,HP27 0AW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194945,,,,,,,,,,,,,,,,,,,-0.8297683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7230234,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,35,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,Church Lane,,,,,,Rowlands,,,HD6 1AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348085,,,,,,,Brighouse,,,,,,,,,,,,-1.7824379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,53.7021698,,yes,,,,,,,,,,pharmacy,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9043014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4815195,,,,,,,,,,,,,,,,
,,,,,,,,,,,178a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountsteven Avenue,,,,,,Rowlands,,,PE4 6HN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peterborough,,,,,,,,,,,,-0.2632586,,,,,,,Rowlands Walton,,,,,,,,,,,,557560,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6080260,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upper Dane Road,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3981898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3817870,,commercial,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7605972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7359789,,yes,,,,,,,,,,,,,,
,,,,,,2019-04-26,,,,,,,,,,,,,,,,,,,,78508,,,,,,,,,,,,,,Beaufort Drive,,,,,,Rowlands Pharmacy,,,MK15 9ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milton Keynes,Q62663235,,,,,,,,,199216,,,,,,,Milton Keynes,,,,,,,,,no,,,-0.7309716,,,,,,,,,,,,,,,,Mo-Fr 09:00-18:30; Sa 09:00-13:00; Su closed,,"Unit 1, Willen Healthcare Plus",,,,,,,,,Rowlands Pharmacy,Willen,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0618374,,yes,,,,,,,,,,pharmacy,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7264189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3818650,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q62663235,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5080198,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5483026,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,GU21 8TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5972149,,,,,,,,,,,,,,,,"Mo-Fr 09:00-13:00,14:00-19:00; Sa 09:00-13:00; Su off",,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3120833,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,Unit 2,,,,,,,,,survey;bing,,,,,,,,,,,,,,,,,,,,Greenlaw Village,,,,,,Rowlands Pharmacy,,,G77 6NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newton Mearns,,,,,,,,,,,,-4.3474923,,,,,,,,,,,,,,,,Mo-Sa 09:00-18:00,,,,,,,,,,,,,+441416391996,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7829898,,commercial,,,,,,,,,,,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2208315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,55.8355893,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4044320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3346579,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9827591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,pharmacy,,,,,,,,,,,,,,2,,,,,,,,plaster,,,,,,,,50.7171513,,retail,white,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7891811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0662110,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q62663235,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7991818,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0398927,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrenthorpe Road,,,,,,Rowlands Pharmacy,,,WF2 0JG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5252018,,,,,,,,,,,,,,,,Mo-Fr 09:00-18:00; Sa 09:00-12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6990368,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,10,,,,,,,,,survey;digitalglobe,,,,,,,,,,,,,,,,,,,,Byron Square,,,,,,Rowlands Pharmacy,,,AB16 7LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q62663235,,,,,,,,,,,,,,,,Aberdeen,,,,,,,,,,,,-2.1620868,,,,,,,,,Rowlands Pharmacy,,,,,,,Mo-Fr 8:45-18:00;Sa 8:45-13:00,,,,,,,https://www.rowlandspharmacy.co.uk/,,,,Rowlands Pharmacy,,+441224693419,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1650621,,retail,,,,,,,,,,pharmacy,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q62663235,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8375450,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4239905,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1097147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5253357,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9773304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7194322,,yes,,,,,,,,,,pharmacy,,,,
chemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connaught Avenue,,,,,,Rowlands Pharmacy,,,CO13 9PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frinton-on-Sea,Bing,,,,,,,,,,,1.2450886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8335497,,shop,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,-0.6290984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7948482,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standbridge Lane,,,,,,Rowlands Pharmacy,,,WF2 7GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wakefield,,,,,,,,,,,,-1.5067877,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kettlethorpe,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6447089,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rievaulx Road,,,,,,Rowlands Pharmacy,,,YO21 1SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whitby,,,,,,,,,no,,,-0.6230644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4857747,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q62663235,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5754708,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8725230,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regent Street,,,,,,Rowlands Pharmacy,,,NG10 1JX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q62663235,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2726077,,,,,,,,,,,,,,,,,,,252127,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,Food Hygiene Open Data,,,,,,,,,52.8988384,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Road,,,,,,Rowlands Pharmacy,,,B79 7JN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q62663235,,,,,,,,,,,,,,,,,,,,,,,,,no,,,-1.6917546,,,,,,,,,,,,,,,,"Mo-Fr 08:30-18:00, Sa-Su closed",,,,,,,,,,,Rowlands Pharmacy,,+44 1827 63608,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6363671,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,78-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pier Avenue,,,,,,Rowlands Pharmacy,,,CO15 1NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clacton-on-Sea,bing,,,,,,,,,,,1.1510502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7905917,,shop,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q62663235,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7831004,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7031852,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Werburgh Drive,,,,,,Rowlands Pharmacy,,,ST4 8JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q62663235,,,,,,,,,138311,,,,,,,,,,,,,,,,,,,-2.1908675,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,52.9689282,,,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q62663235,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5219240,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5489453,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,1.1305444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8041516,,shop,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Bing; survey,,,,,,,,,,,,,,,,,,,,Midland Street,,,,,,Rowlands Pharmacy,,,NG10 1NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251937,,,,,,,,,,,,,,,,,,,-1.2714427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Hygiene Open Data,52.9006369,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4282249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5467181,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,,Rowlands Pharmacy,,,SO30 2EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southampton,,,,,,,,,,,,-1.2703225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+441489782065,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9141273,,,,,,,,Botley,,,,,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q62663235,,,,,,,,,,,,,,,,,,,,,,,,,no,,,-2.0017480,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5247798,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,8,,,,,,,,,,,,,,,PI/000016109,,,,,,,,,,,,,,Olympic Way,,,,,,Rowlands Pharmacy,,,NN8 3QE,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exempt,Wellingborough,,,,,1118569,,,,,169881,,,,,,,Wellingborough,,,,,,,,,,,,-0.7172795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3054818,,yes,,,,,,,,,,,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Quay,,,,,,Rowlands Pharmacy,,,TA6 4GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q62663235,,,,,,,,,,,,,,,,Bridgwater,,,,,,,,,,,,-3.0004117,,,,,,,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somerset,,51.1355726,,yes,,,,,,,,,,pharmacy,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1465188,,,,,,,,,Rowland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6601344,,retail,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowlands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8458949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4375984,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Bing;photograph,,,,,,,,,,,,,,,,,,,,,,,,,,Roxanes Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2672431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,3,,,,,,,,brick,,,,,,,,51.4928401,,yes,,,,,,,,,,,,,,
,,Fferyllfa Royles,,,,,,,,,22,,,,,,,,,,,,,,,702685,,,,,,,,,,,,,,High Street,,,,Royle's Pharmacy,,Royles,,,LL16 3RY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denbighshire,,,,,,,,,,921095,,,,,,,Denbigh,,,,,,,,,,,,-3.4189645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,Q17741123,,,,,,,,,,,,,,,,,,,,,,,53.1834830,,yes,,,,,,,,,,,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rusthall High Street,,,,,,Rusthall Chemists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2310254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1351564,,yes,,,,,,,,,,,,,,
