health_facility:type,healthcare_1,name:cy,healthcare:speciality,building:part,indoor,payment:debit_cards,clinic,health_specialty:traditional_chinese_medicine,postcode,smoking,is_in,addr:housenumber,source:addr:housenumber,addr:state,pharmacy,source,health_specialty:physiotherapy,addr:village,fhrs:local_authority_id,fax,emergency,source:name,leisure,source:area,wikimedia_commons,addr:street,payment:bitcoin,fixme,name:en,contact:fax,name,payment:cash,addr:postcode,roof:material,level,payment:credit_cards,HE_ref,postal_code,health_specialty:general_practice,health_specialty:podiatry,amenity_1,operator,full_name,loc_name,source:addr,power,access,fhrs:authority,generator:output:electricity,ref,email,building:height,barrier,contact:email,addr:province,fhrs:id,roof:shape,building:use,source:geometry,addr:city,source:building,toilets:wheelchair,health_specialty:orthopaedics,health_specialty:dermatology,lon,contact:website,roof:colour,layer,height,lat,alt_name,nhs,generator:source,fee,addr:floor_1,addr:floor_2,area,opening_hours,contact:phone,addr:housename,heritage,website,addr:unit,listed_status,telephone,phone,old_name,source:outline,generator:type,room,dispensing,landuse,roof:levels,amenity,source:shape,operator:type,out-of-hours,addr:suburb,building:min_level,generator:method,wikidata,source:postcode,health_specialty:cardiology,verified,building:levels,image,note,FIXME,description,building:material,health_specialty:acupuncture,last_check,min_height,levels,toilets,addr:county,source:addr:postcode,building,building:colour,medical_system:chinese,website_3,website_2,website_1,name:gd,url,wheelchair,addr:place,building:levels:underground,healthcare,addr:country,heritage:operator
,,,,,,,,,,,,177,,,,,,,,,,,,,,Whiteladies Road,,,,,The Hampton Clinic,,BS8 2RY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6139807,,,,,51.4690966,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,The Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2528232,,,,,51.3452001,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Health Centre,,GL14 2AN,,,,,,,,,NHS,,,,,,,,,,,,,,,,,,,,,,,-2.4969921,,,,,51.8245765,,,,,,,,,,,,,,,,+44 1594 598000,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Healthy Heart Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1419150,,,,,51.5460273,,,,,,,,,,,,,,,,0800 917 0976,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,31-33,,,,survey,,,,,,,,,,Heathcoat Street,,,,,The Heathcote Street Clinic,,NG1 3AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1433031,,,,,52.9548826,,,,,,,,,,,,http://www.theheathcoatstreetclinic.co.uk,,,,,,,,,,,,clinic,,,,,,,,Companies House open data,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,physiotherapy,,,,,97,,,,Bing;photographic_survey,,,,,,,,,,Gray's Inn Road,,,,,The Holborn Clinic,,WC1X 8TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1149479,,,,,51.5233116,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,4,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,chiropractic,,,,,,,,,118,,,,,,,,,,,,,,Redland Road,,,,,The House Clinics,,BS6 6QT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6037583,,,,,51.4699379,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,Chiropractic Physiotherapy,,,,,,,,,house,,,,,,,,,,,alternative,,
,,,,,,,,,,,,83,,,,,,,,,,,,,,Gloucester Road,,,,,The Joint Back Pain Surgery,,BS34 5JQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5706385,,,,,51.5289626,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Junction Health Centre,,,,0,,,,,,,NHS,,,,,,,,,,,,,,,,,,,,,,,-0.1721539,,,,,51.4649108,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,centre,,
,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,The Kittywitches Clinic,,NR30 2PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7282970,,,,,52.6057837,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Knockbreda Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9063589,,,,,54.5631221,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,survey,,,,,,,,,,High Street,,,,,The Lansdown Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stroud,,,,,-2.2169745,,,,,51.7458958,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,Q26532567,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,The Linden Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4609529,,,,,51.7772332,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Linden Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4600720,,,,,51.7770101,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Medical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5819393,,,,,51.4506350,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,79,,,,,,,,,,,,,,Broad Street,,,,,The Medical,,BS37 6AD,,,,,,,,,,,,,,,,,,,,,,,,,,,Chipping Sodbury,,,,,-2.3919188,,,,,51.5385048,,,,,,,,,,Old Bank House,,,,,,,,Bing,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Medical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6038581,,,,,51.4408709,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,56,,,,,,,,,,,,,,Midland Road,,,,,The Midland Road Clinic,,NN8 1LU,,,,,,,,,,,,,,,,,,,,,,,,,,,Wellingborough,,,,,-0.6865690,,,,,52.3011729,,,,,,,,,,,,,,,,+44 1933 222418,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,The Mill Health Centre (BBC set),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9480076,,,,,52.4333951,,,,,,,,,,,,https://www.bbc.co.uk/programmes/p010sw88/p010stps,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Milne Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1175036,,,,,57.1348082,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Kingston Road,,,,,The Nelson Health Centre,,SW20 8DA,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,-0.2104712,,,,,51.4103866,,,,,,,,,,,,,,,,,,,,,,health,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centre,,
,,,,,,,,,,,,10,,,,,,,,,,,,,,Kenninghall Road,,,,,The Nightingale Practice,,E5 8BY,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,-0.0618673,,,,,51.5583024,,,,,,,,,,,,http://www.thenightingalepractice.co.uk/,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
,,,,,,,,,,,,155a,,,,,,,,,,,,,,Town Street,,,,,The Orchard Therapy Centre,,LS18 5BL,,,,,,,,,,,,,,,,,,,,,,,,,,,Leeds,,,,,-1.6366495,,,,,53.8409807,,,,,,,,Mo-Th 09:00-21:00; Fr 09:00-19:00; Sa 09:00-14:00; Su Closed,,,,http://www.orchardleeds.co.uk/,,,,+44 113 281 9493,,,,,,,,clinic,,,,Horsforth,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,37,,,,,,,,,,,,,,Paradise Road,,,,,The Paradise Road Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3013636,,,,,51.4602294,,,,,,,,,,,,,,,,+44 20 8940 2423,,,,,,,,clinic,,,,,,,,,,,2,,,,,,,,,,,,,house,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Tetbury Road,,,,,The Park Surgery,,GL7 1US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9755020,,,,,51.7137178,,,,,,,,,,,,https://theparksurgery.com/,,,,+44 1285 654733,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Physical Therapy Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8592710,,,,,51.4436840,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,mental_health,,,,,1A,,,,,,,,,,,,,,Lamb Street,,,,,The Pod,,,,,,,,,,,,,,,,,,,,podbookings@coventry.gov.uk,,,,,,,,,,,,,,-1.5134936,,,,,52.4116574,,,,,,,,,,,,http://www.coventry.gov.uk/info/2000704/the_pod,,,,+44 24 76786680,,,,,,,,clinic,,,,,,,,,,,,,check exact medical use,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,57-59,,,,,,,,,,,,,,High Street,,,,,The Practice Rooms,,BS9 3ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6184004,,,,,51.4944838,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,Westbury on Trym,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,39,,,,,,,,,,,,,,Cotham Hill,,,,,The Practice Rooms,,BS6 6JY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6079326,,,,,51.4636006,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,14,,,,,,,,,,,,,,Saint Paul's Road,,,,,The Practice Rooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6101199,,,,,51.4596111,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Practice Rooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol,,,,,-2.6112029,,,,,51.4410194,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,24,,,,,,,,,,,,,,Regent Street,,,,,The Practice Rooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6183106,,,,,51.4542436,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Whiteladies Road,,,,,The Private Clinic of Harley Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6117595,,,,,51.4665880,,,,,,,,,,,,https://www.theprivateclinic.co.uk/,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,cosmetic_surgery,,
,,,,,,,,,,,,20,,,,,,,,,,,,,,St James Parade,,,,,The Pure Practice,,BA1 1UL,,,,,,,,,,,,,,,,,,,,,,,,,,,Bath,,,,,-2.3607956,,,,,51.3789680,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,30,,,,,,,,,,,,,,Astra Close,,,,,The Rosewood Medical Centre,,RM12 5NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,Hornchurch,,,,,0.2018581,,,,,51.5426011,,,,,,,,,,The Rosewood Medical Centre,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,2a,,,,photo,,,,,,,,,,Guildford Park Road,,,,,The Rêve Pavilion,,GU2 7ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5826417,,,,,51.2373529,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,110,,,,,,,,,,,,,,Redland Road,,,,,The Sally Varney Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6029302,,,,,51.4697789,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,Chiropodist; Podiatrist,,,,,,,,,,,house,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Sides Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3548610,,,,,53.5048227,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0266775,,,,,51.4473132,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Speedwell Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5332735,,,,,51.4687110,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Surgery,,,,,,,,,,,NHS,,,,,,,,,,,,,,,,,,,,,,,0.2198025,,,,,51.5557550,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Surgery @ Wheatbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4402070,,,,,53.2348873,,,,,,,,,,,,https://www.wheatbridge.co.uk/,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,482,,,,,,,,,,,,,,South End Road,,,,,"The Surgery, Dr T Rahman and Dr C Y Tsoi",,RM12 5PA,,,,,,,,,,,,,,,,,,,,,,,,,,,Hornchurch,,,,,0.2040000,,,,,51.5472730,,,,,,,,,,,,,,,,+441708476036,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,130,,,,,,,,,,,,,,St James's Street,,,,,The Sussex Beacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1362939,http://www.sussexbeacon.org.uk/,,,,50.8210226,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,Q26661039,,,,4,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,41,,,,,,,,,,,,,,Hills Road,,,,,The Travel Clinic,,CB2 1NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1310411,,,,,52.1965648,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,yes,,,,,,98 - 118,,,,,,,,,,,,,,Southwark Bridge Road,,,,,The University College Of Osteopathy Clinic,yes,SE1 0BQ,,,yes,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,-0.0990681,,,,,51.5011912,,,,,,,,"Mo-Fr 08:00-17:00; Sa,Su off",,,,http://www.clinic.uco.ac.uk/,,,,+44 20 70895360,,,,,,,,clinic,,,,,,,,,,,4,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,ophthalmology,,,,,,,,,153-173,,,,,,,,,,,,,,Marylebone Road,,,,,The Western Eye Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1630181,,,,,51.5207211,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,Q7987822,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Queensbury,,,,,,,,Osbourne Drive,,,,,The Willows Medical Centre,,BD13 2GD,,,,,,,,,,,,,,,,,,,,,,,,,,,Bradford,,,,,-1.8491220,,,,,53.7691675,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Lords Avenue,,,,,The Willows Surgery,,M5 5JR,,,,,,,,,NHS,,,,,,,,,,,,,,,,,,Salford,,,,,-2.3090384,,,,,53.4855302,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Mecklenburgh Square,,,,,The Wolfson Centre,,WC1N 2AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1192132,,,,,51.5248833,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,2,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Worcestershire Oncology Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1800424,,,,,52.1911887,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,417,,,,,,,,,,,,,,Gloucester Road,,,,,The foot + body mechanic,,BS7 8TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol,,,,,-2.5862313,,,,,51.4845572,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8758451,,,,,52.2033584,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,no,,,,,Croxton Road,,,,,Thetford Healthy Living Centre,,IP24 1JD,,,,,,,,,Thetford Healthcare CIC,,,,,,,,,,,,,,,,,,Thetford,,,,,0.7477043,,,,,52.4203934,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,http://www.thetfordhlc.org.uk/,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thingwall Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0916099,,,,,53.3591375,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thorn Road Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7183058,,,,,53.3279772,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,55-57,,,,,,,,,,,,,,High Street,,,,,Thurrock Health Centre,,RM17 6NB,,,,,,,,,,,,,,,,,,,,,,,,,,,Grays,,,,,0.3228953,,,,,51.4766587,,,,,,,,Mo-Fr 08:00-20:00; Sa-Su 10:00-13:00,,,,http://www.thurrockhealthcentre.nhs.uk/,,,,+44 1375 898700,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tillicoultry Medical Practice,,,,,,,,,,,NHS Scotland,,,,,,,,,,,,,,,,,,,,,,,-3.7469475,,,,,56.1531663,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4057035,,,,,53.5496766,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,Totton Dialysis Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4886340,,,,,50.9208595,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trehafod Child and Family Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9853400,,,,,51.6292878,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,Trent Meadows Medical Practice,,DE14 3EY,,,,,,,,,NHS,,,,,,,,,,,,,Staffordshire,,,,,Burton-on-Trent,,,,,-1.6725625,http://www.trentmeadowsmedicalpractice.co.uk/,,,,52.7868948,,,,,,,,,+44 1283 845555,Branston Primary Care Centre,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Branston,,,GB,
,,,,,,,,,,,,111,,,,Bing;survey,,,,,,,,,,Uttoxeter New Road,,,,,Trent PTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derby,,,,,-1.4920653,,,,,52.9195085,,,,,,,,,,Woodlands Lodge,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trethomas Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1807401,,,,,51.5939804,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,OS_OpenData_StreetView;survey,,,,,,,,,,,,,,,Tweedmouth Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0119380,,,,,55.7601601,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,88,,,,,,,,,,,,,,Heath Road,,,,,Twickenham Health Care Podiatry/Chiropody,,TW1 4BW,,,,,,,,,,,,,,,,,,,,,,,,,,,Twickenham,,,,,-0.3341943,,,,,51.4455292,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,apartments,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twinwoods Health Resource Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5060623,,,,,52.1708309,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,245,,,,,,,,,no,,,,,Stranmillis Road,,,,,Ulster Independent Clinic,,BT9 5JH,,,,,,,,,,,,,,,,,,,,,,,,,,,Belfast,,,,,-5.9464208,,,,,54.5705455,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Maris Lane,,,,,Ultralase,,CB2 9LG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1113852,,,,,52.1728558,,,,,,,,,,The Gatehouse,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,Uned Dydd Cemotherapi,oncology,,,,,,,,,,,,,,,,,,,,,,,Dolgwili Road,,,Chemotherapy Day Unit,,Uned Dydd Cemotherapi / Chemotherapy Day Unit,,SA31 2AF,,,,,,,,,Glangwili General Hospital,,,,,,,,,,,,,,,,,,Carmarthen,,,,,-4.2857384,,,,,51.8672807,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,1,,,,,,,,,,,,,yes,,,,,,,,,Glangwili General Hospital,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Giles Lane,,,,,University Medical Centre,,CT2 7PB,,,,,,,,,,,,,,,,,,,,,,,,,,,Canterbury,,,,,1.0618334,,,,,51.2961683,,,,,,,,"Mo 08:00-18:30, Tu 07:30-18:30, We 08:00-18:30, Th 08:00-18:30, Sa 09:00-12:00",,University Medical Centre,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,58,,,,,,,,,,,,,,Colston Street,,,,,Urban Fringe Dispensary,,BS1 5AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol,,,,,-2.5974878,,,,,51.4563532,,,,,,,,,,,,http://www.urbanfringe.org/,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urmston Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3649371,,,,,53.4514120,Princess Centre,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,1,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vale Drive Primary Care Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1952165,,,,,51.6497295,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
