health_facility:type,shop,office,healthcare:speciality,building:part,payment:debit_cards,ref:addr,addr:housenumber,emergency,contact:youtube,ele,source,opening_hours:url,image,fax,short_name,fixme,historic,facebook,name:uk,wikimedia_commons,addr:street,colour,contact:facebook,name:en,contact:fax,name,designation,level,addr:postcode,roof:material,ref:nid,WroclawGIS:addr:postcode:id,payment:credit_cards,roof:orientation,source:user,internet_access,name_1,WroclawGIS:addr:layer,roof:height,WroclawGIS:building:ID,ewmapa:warstwa,WroclawGIS:addr:date,payment:cash,loc_name,phone_2,building:usage:pl,phone_1,3dr:type,source:address,mapillary,boundary,addr:street:sym_ul,ref,email,barrier,contact:email,addr:province,roof:shape,contact:twitter,health_specialty:internal_medicine,addr:city:simc,WroclawGIS:addr:id,building:buildyear,source:geometry,addr:city,source:building,source_ref,building:type:pl,drive_through,health_specialty:dermatology,lon,contact:website,roof:colour,layer,height,alt_name,building:roof:shape,operator,name:pl,old_name:de,opening_hours,contact:phone,addr:housename,contact:mobile,heritage,start_date,website,admin_level,source:height,survey:url,is_in:suburb,addr:subdistrict,delivery,phone,WroclawGIS:building:date,old_name,smoking,OBJECTID_height_lidar,WroclawGIS:addr:postcode:layer,nat_name,source:note,note:pl,buildingpart,architect,dispensing,source:addr,landuse,wheelchair,amenity,operator:type,health_specialty:gynaecology,telephone,official_name,addr:last_update,building:use:pl,medical_system:western,addr:district,building:levels,health_specialty:family_medicine,contact:instagram,note,collection_times,building:fireproof,disused:amenity,description,building:material,takeaway,levels,lat,building,building:colour,url,roof:levels,addr:place,building:levels:underground,healthcare,addr:country,heritage:operator,health_specialty:dentistry
,,,,,,,14,,,,,,,,,,,,,,Lubelska,,,,,Przychodnia Zdrowia,,,24-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kurów,,,,,,22.1910146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kurow.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,51.3890970,yes,,,,,,,,,
,,,,,,,12,,,,geoportal.gov.pl:ortofoto,,,,,,,,,,Niepodległości,,,,,Przychodnia Zdrowia,,,32-050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skawina,,,,,,19.8208085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,49.9753471,yes,,,,,,doctor,,,
,,,,,,,1,no,,,UM Ząbki,,,,,,,,,,Marszałka Józefa Piłsudskiego,,,,,Przychodnia Zdrowia,,,05-091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ząbki,,,,,,21.1116638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.2909727,yes,,,,,,,,,
,,,,,,,7,,,,,,,,,,,,,,Aleja Jana Pawła II,,,,+48 33 876 58 63,Przychodnia Zdrowia,,,34-130,,,,,,,,,,,,,,,,,,,,,,,,,,,spzozkal2@op.pl,,,,,,,,,Kalwaria Zebrzydowska,,,,,,19.6846469,http://www.spzoz-kalwaria.pl/,,,,,,,,,,+48 33 876 64 37;+48338765340;+48338765341,Samodzielny Publiczny Zakład Opieki Zdrowotnej w Kalwarii Zebrzydowskiej,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,49.8696267,yes,,,,,,,,,
,,,,,,,13,,,,,,,,,,,,,,1 Maja,,,,,Przychodnia Zdrowia,,,11-130,,,,,,,,,,,,,,,,,,,,,,,11926,,,,,,,,,0932910,,,,Orneta,,,,,,20.1354074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orneta.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,54.1167737,yes,,,,,,doctor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia Zdrowia Psychicznego i Terapii Uzależnień,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0396843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,healthcare,,doctors,,,,,,,,,,,,,,,,,,,,51.1382843,,,http://www.spzoz.wroc.pl/przychodnie/przychodnia-zdrowia-psychicznego-i-leczenia-uzaleznien,,,,,,,
,,,,,,,,,,,bing,,,,,,,,,,Władysława Broniewskiego,,,,,Przychodnia Zdrowia Psychicznego i Terapii Uzależnień ANIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wałbrzych,,,,,,16.2807901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.8100380,yes,,,,,,doctor,,,
,,,,,,,26,,,,,,,,,,,,,,11 Listopada,,,,,Przychodnia Zespołu Lekarza Rodzinnego 'MEDICUS',,,62-510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konin,,,,,,18.2754385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.2302975,yes,,,,,,,,,
,,,,,,,10,,,,,,,,,,,,,,Kosmonautów,,,,,Przychodnia Zespołu Lekarza Rodzinnego INMED,,,62-510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konin,,,,,,18.2484205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.2262294,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia lekarska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0076978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.3051561,yes,,,,,,,,,
,,,,,,,39,,,,,,,,,,,,,,Marynarska,,,,,Przychodnia lekarska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Łódź,,,,,,19.4645063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,doctors,,,,,,,,,2,,,,,,,,,,,51.7894965,yes,,,,,,,,,
,,,,,,,8,,,,,,,,,,,,,,Armii Polskiej,,,,,Przychodnia lekarska,,,56-200,,,,,,,,,,,,,,,,,,,,,,,00437,,,,,,,,,0954449,,,,Góra,,,,,,16.5379006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gora.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,51.6642068,yes,,,,,,,,,
,,,,,,,609,,,,,,,,,,,,,,,,,,,Przychodnia lekarska,,,38-322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0449800,,,,,,,,,,21.0516925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,luzna.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,49.7121022,yes,,,,Łużna,,,,,
,,,,,,,229,,,,,,,,,,,,,,Krakowska,,,,,Przychodnia lekarska,,,32-091,,,,,,,,,,,,,,,,,,,,,,,09796,,,,,,,,,0326010,,,,Michałowice,,,,,,19.9783400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,50.1622046,yes,,,,,,,,,
,,,,,,,4a,,,,,,,,,,,,,,Parkowa,,,,,Przychodnia lekarska,,,63-920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakosław,,,,,,17.0575557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.6189123,yes,,,,,,,,,
,,,,,,,27,,,,,,,,,,,,,,Tadeusza Kościuszki,,,,,Przychodnia lekarska,,,06-500,,,,,,,,,,,,,,,,,,,,,,,09582,,,,,,,,,0930696,,,,Mława,,,,,,20.3674168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.1146460,yes,,,,,,doctor,,,
,,,,,,,27,,,,,,,,,,,,,,Wolsztyńska,,,,,Przychodnia lekarska,,,62-068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0593840,,,,Rostarzewo,,,,,,16.1970148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rakoniewice.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,52.1322688,yes,,,,,,,,,
,,,,,,,22,,,,,,,,,,,,,,Sojowa,,,,,Przychodnia lekarska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gdynia,,,,,,18.4689774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,54.4699501,public,,,,,,,PL,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia lekarska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0252849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,54.4650870,yes,,,,,,,,,
,,,,,,,2,,,,,,,,,,,,,,Jaśminowa,,,,,Przychodnia lekarska,,,37-522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0612909,,,,Wiązownica,,,,,,22.7154050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.0779564,residential,,,,,,,,,
,,,,,,,27,,,,,,,,,,,,,,Stanisława Staszica,,,,,"Przychodnia lekarska ""Twój Lekarz""",,,59-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolesławiec,,,,,,15.5610613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.2706917,yes,,,,,,doctor,,,
,,,,,,,47,,,,UM Gorzów,,,,,,,,,,Marszałka Józefa Piłsudskiego,,,,,Przychodnia lekarska MEDISON,,,,,,,,,,,,,,,,,,,,"Ochrony zdrowia, opieki socjalnej",,,,,,,,,,,,,,,,,,,,,,,,,15.2435665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,2,,,,,,,,,,,52.7520624,healthcare,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia lekarska NZOZ Promed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3098451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,1,,,,,,,,,,,52.2336316,yes,,,,,,,,,
,,,,,,,2a,,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,,,,,,,,Ogrodowa,,,,,Przychodnia lekarska Optima,,,48-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prudnik,,,,,,17.5747841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.3251967,yes,,,,,,doctor,,,
,,,,,,,1,,,,,,,,,,,,,,Hutnicza,,,,,Przychodnia lekarska SerafinMed,,,58-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",Żarów,,,,,,16.4971092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.9432101,commercial,,,,,,,,,
,,,,,,,4,,,,bing,,,,,,,,,,Główna,,,,,Przychodnia na Piaskowej Górze,,,58-309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",Wałbrzych,,,,,,16.2843459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,50.8083451,yes,,,,,,doctor,,,
,,,,,,,26,,,,,,,,,,,,,,Marii Konopnickiej,,,,,Przychodnia na Szwederowie Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bydgoszcz,,,,,,17.9982292,,,,,,,,,,,,,,,,http://naszwederowie.com.pl,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,53.1127413,yes,,,,,,,,,
,,,,,,,37,,,,,,,,,,,,,,Jaworzniaków,,,,+48 58 7365942,Przychodnia na Wzgórzu,,,80-180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gdańsk,,,,,,18.5751782,http://www.przychodnianawzgorzu.pl/,,,,,,,,,Mo-Fr 08:00-18:00,+48 58 7365041,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,54.3164026,yes,,,,,,doctor,PL,,
,,,,,,,2,,,,,,,,,,,,,,Joachima Lelewela,,,,,Przychodnia niepubliczna,,,22-440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krasnobród,,,,,,23.2160472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,50.5438491,yes,,,,,,,,,
,,,,,,,9,,,,UM Katowice,,,,,,,,,,Adama Mickiewicza,,,,,Przychodnia nr 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katowice,,,,,,19.0199346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.2610456,yes,,,,,,doctor,,,
,,,,,,,16,,,,,,,,,,,,,,Jana Kilińskiego,,,,,Przychodnia nr 1,,,87-800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włocławek,,,,,,19.0624006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.6570787,yes,,,,,,,,,
,,,,,,,16,,,,,,,,,,,,,,Jana Kilińskiego,,,,,Przychodnia nr 1,,,87-800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włocławek,,,,,,19.0625136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.6567991,yes,,,,,,,,,
,,,,,,,,,,,Bing,,,,,,,,,,,,,,,Przychodnia nr 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9285091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.3481188,yes,,,,,,,,,
,,,,,,,57,,,,,,,,,,,,,,Nowopogońska,,,,,Przychodnia nr 4,,,41-205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sosnowiec,,,,,,19.1339822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,50.2910107,yes,,,,,,doctor,,,
,,,general,,,,2,,,,,,,,,,,,,,Kościelna,,,,,Przychodnia nr 7,,,87-800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0984752,,,,Włocławek,,,,,,19.0163520,,,,,,,MZOZ Sp. z o.o.,,,"Mo,Tu,Th,Fr 08:00-15:00; We 10:00-17:00",,,,,,,,,,,,,+48 54 2355011,,,,,,,,,,,,gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,"Poradnia ogólna i poradnia dziecięca Poradnia dziecięca: czynna w poniedziałek, wtorek, czwartek i piątek godziny przyjęć: 8:00 - 15:00, w środę: 10:00 - 17:00 rejestracja: 7:00- 15:00, w środę: 9:00 - 17:00 tel. 54 2355219",,,,52.6071149,yes,,,,,,doctor,,,
,,,,,,,10,,,,,,,+48 32 255-70-81,,,,,,,Szopienicka,,,,,Przychodnia nr.4 Epione,,,40-432,,,,,,,,,,,,,,,,,,,,,,,,,sekretariat@sniadeckiego.igs.pl,,,,,,,,,,,Katowice,,,,,,19.0779832,,,,,,,,,,,,,,,,http://www.sniadeckiego.igs.pl,,,,,,,+48 32 255-70-17,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.2458262,,,,,,,doctor,,,
,,,,,,,2a,,,,Gmina Police,,,,,,,,,,Siedlecka,,,,,Przychodnia publiczna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Police,,,,,,14.5610462,,#444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,2010-12-03 14:33:31,,,,5,,,,,,,,,,,53.5464601,public,#FFCC66,,,,,,,,
,,,,,,,153,,,,,,,,,,,,,,Opławiec,,,,,"Przychodnia rejonowa ""Opławiec""",,,85-469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bydgoszcz,,,,,,17.9585211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.1866706,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia rejonowa nr 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7614337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.2414308,yes,,,,,,,,,
,,,,,,,167,,,,,,,,,,,,,,Trakt Lubelski,,,,,Przychodnia rejonowa nr 5,,,04-766,,,,,,,,,,,,,,,,,,,,,,,38437,,,,,,,,,0918123,,,,Warszawa,,,,,,21.1341432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapa.um.warszawa.pl,,,doctors,,,,,,,,,,,,,,,,,,,,52.1985127,yes,,,,,,,,,
,,,,,,,10,,,,,,,,,,,,,,Ludwikowska,,,,,Przychodnia rejonowo-specjalistyczna nr 1,,,56-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",Oleśnica,,,,,,17.3760594,,,,,,,,,,Mo-Fr 08:00-20:00,,,,,,http://szpzoz-olesnica.pl,,,,,,,,,,,,,,,,,,,molesnica.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,51.1996566,yes,,,,,,doctor,,,
,,,,,,,5A,,,,,,,,,,,,,,Dąbrowszczaków,,,,,Przychodnia rodzinna,,,03-476,,,,,,,,,,,,,,,,,,,,,,,52589,,,,,,,,,0918123,,,,Warszawa,,,,,,21.0302521,,,,,,,NFZ,,,,,,,,,http://www.szpzlo.pl/index.php?option=com_zoz&view=przychodnia&Itemid=1&id=12,,,,,,,,,,,,,,,,,,,mapa.um.warszawa.pl,,,doctors,,,,,,,,,,,,,,,,,,,,52.2615443,doctors,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia specjalistyczna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8904228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.6736511,yes,,,,,,,,,
,,,,,,,9,,,,MPZP,,,,,,,,,,Juranda,,,,,Przychodnia specjalistyczna/lekarza rodzinnego,,,20-629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lublin,,,,,,22.5214007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.2390940,yes,,,,,,,,,
,,,,,,,204A,,,,,,,,,,,,,,Zwycięstwa,,,,,Przychodnia wojskowa,,,75-450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koszalin,,,,,,16.2141502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,54.1906064,yes,,,,,,,,,
,,,,,,,3,,,,,,,,,,,,,,Błonie,,,,,Przychodnia zdrowia,,,38-524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Besko,,,,,,21.9482298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,besko.e-mapa.net,,yes,doctors,,,,,,,,,,,,,,,,,,,,49.5889697,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia zdrowia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8055145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.0259372,yes,,,,,,,,,
,,physician,,,,,11,,,,,,,,,,,,,,Stanisława Staszica,,,,,Przychodnia zdrowia,,,64-520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0971212,,,,Obrzycko,,,,,,16.5280266,,,,,,,,,,Mo-Fr 8:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,mobrzycko.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,52.7075948,yes,,,,,,,,,
,,,,,,,4,,,,,,,,,,,,,,Kozienicka,,,,,Przychodnia zdrowia w Sieciechowie,,,26-922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sieciechów,,,,,,21.7437472,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.5408931,yes,,,,,,,,,
,,,,,,,20,,,,,,,,,,,,,,Porzeczkowa,,,,,Przychodnia Łochowo,,,86-065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Łochowo,,,,,,17.8350269,,,,,,,,,,,,,,,,http://www.przychodnialochowo.pl/,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.1284564,yes,,,,,,,,,
,,,,,,,9,,,,,,,,,,,,,,Dokerska,,,,,Przychodnia „Kozanów”,,,54-142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrocław,,,,,,16.9655181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.1407170,public,,,,,,doctor,,,
,,,,,,,29a,,,,,,,,,,,,,,Józefa Mireckiego,,,,,Przychodnia „Południe”,,,42-208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e.czestochowa.pl (wms:ortofoto),Częstochowa,,,,,,19.1522115,,,,,,,,,,,,,,,,http://www.przychodniapoludnie.pl,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,4,,,,,,,,,,,50.7776618,yes,,,,,,,,,
,,,,,,,67,,,,,,,,,,,,,,Grunwaldzka,,,,,"Przychodnia""Elvita""",,,32-540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trzebinia,,,,,,19.4492673,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,"+48 32 21 09 358,+48 668 835 535",,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.1862910,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia. NZOZ Caritas Diecezji Warszawsko - Praskiej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1699047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.2522583,yes,,,,,,,,,
,,,paediatrics,,,,23,,,,,,,+48126482070,,,,,,,Osiedle Złotego Wieku,,,,,Przychodznia Złoty Wiek,,,31-615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraków,,,,,,20.0054216,,,,,,,"Niepubliczny Zakład Podstawowej Opieki Zdrowotnej ""APEX 2000"" Spółka z o.o.",,,,,,,,,,,,,,,,+48126482070,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.0943966,yes,,,,,,doctor,,,
,,,,yes,,,,,,,geoportal.szczecin.pl,,,,,,,,,,,,,,,"Przykliniczne Specjalistyczne Przychodnie dla Dorosłych, Dzieci i Młodzieży",,,,,,,,,,,,,,,,,,,,Szpital lub zakład opieki medycznej,,,,,,,,,,,,flat,,,,,,,,,,,,,14.5056867,,grey,,,,,,,,"Mo,Tu,Th 08:00-15:00; We 08:00-18:00; Fr 08:00-14:30",,,,,,https://www.spsk1.szn.pl/poradnie/informacje-ogolne,,,,,,,+48 91 425-3395; +48 91 425-3408,,,,,,,,,,,,,,yes,doctors,,,,,,,,,5,,,,,,,,,,,53.4491151,,,,,,,,,,
,,,,,,,13,,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,,,,,,,,Ciepielowicka,,,,,Publiczna Przychodnia w Dąbrowie,,,49-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dąbrowa,,,,,,17.7519581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.6915792,yes,,,,,,doctor,,,
,,,,,,,48,,,,,,,,,,,,,,,,,,,Publiczny Zakład Opieki Zdrowotnej w Dziewinie,,,32-708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4554946,,,,,,,,,,,,,,,,,,,,,,,+48 12 281 71 98,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.0747639,yes,,,,Dziewin,,,,,
,,,,,,,1,,,,,,,,,,,,,,,,,,,Punkt Lekarski,,,36-220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9444418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jasienicarosielna.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,49.7316037,yes,,,,Orzechówka,,doctor,,,
,,,,,,,5,,,,,,,,,,,,,,Sportowa,,,,,Punkt Lekarski w Cieksynie,,,05-192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cieksyn,,,,,,20.6649118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.5709939,yes,,,,,,doctor,PL,,
,,,,,,,56a,,,,,,,,,,,,,,,,,,,Punkt Lekarski w Górkach,,,36-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0381633,,,,,,,,,,08:00-15:35,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,yes,doctors,,,,,,,,,,,,,,,,,,,,49.6477203,residential,,,,Górki,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Punkt Zdrowia w Płazowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2443654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.3140599,yes,,,,,,,,,
,,,,,,,55,,,,UM Opole,,,,,,,,,,Augustyna Kośnego,,,,,Punkt krwiodawstwa,,,45-372,,,,,,,,,,,,,,,,,szpital lub zakład opieki medycznej,,,,,,,,,,,,,,,,,,,Opole,,,,,,17.9392526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,1,,,,,,,,,,,50.6703919,hospital,,,,,,,,,
