health_facility:type,shop,office,healthcare:speciality,building:part,photo,description:de,addr:housenumber_1,health_specialty:occupational_therapy,note:de,health_specialty:ophthalmology,unimainz:buildingId,guest_house,contact:yelp,headframe:speciality,building:type,addr:housenumber,toilets,user_defined_other,man_made,seamark:type,opening_hours:note,TODO,created_by,healthcare:speciality:TCM,addr:state,name:de,source,payment:girocard,opening_hours:url,image,bdouble,fax,survey:date,emergency,building:roof,contact:facebook,historic,check_date:opening_hours,building:roof:material,tourism,wikimedia_commons,addr:street,source:name,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,ref:bldam,lastcheck,roof:orientation,name:1,source:outline,health_specialty:psychosomatic_medicine,elevator,health_specialty:psychiatry,amenity_1,designation,roof:height,operator,name:it,parking,loc_name,phone_1,est_height,lon,seamark:building:function,wikipedia,asb,access,health_specialty:gastroenterology,check_date,language:en,is_in,ref,email,building:height,contact:email,addr:source,roof:shape,doctors,building:use,healthcare:speciality:alternative,healthcare:speciality_1,min_level,name:hsb,health_specialty:general,addr:inclusion,country,atm,source:geometry,addr:city,source:building,language:de,disused:building,name:3,health_person:type,toilets:wheelchair,internet_access,health_specialty:diagnostic_radiology,telecom,ref:witten,contact:website,roof:colour,layer,height,alt_name,building:roof:shape,healthcare:counselling,ele,short_name,area,opening_hours,contact:phone,addr:housename,heritage:website,indoor,contact:mobile,health_specialty:chiropractic,heritage,emergency_service,roof:ridge:direction,start_date,website,addr:hamlet,phone,official_name,changing_table,old_name,smoking,heritage:ref,opening_hours:signed,max_level,room,type,health_specialty:sports_medicine,healthcare:speciality:de,health_speciality:physiotherapy,wheelchair:description:de,buildingpart,architect,healthcare:for,dispensing,wikipedia:de,contact:phone_1,source:addr,wheelchair,amenity,speciality,operator:type,addr:place,name:2,building:flats,addr:suburb,generator:source,building:min_level,short_name:de,wikidata,addr:street_1,specialization,addr:district,doctor,building:levels,language:ar,health_facility,note,kvl_hro:type,specialisation,branch,doctors:de,FIXME,disused:amenity,description,healthcare:speciality:acupuncture,building:material,year_of_construction,health_specialty:family_medicine,kvl_hro:amenity,health_specialty:orthopaedics,building:architecture,lat,capacity,fax:2,medical_system:western,building,building:colour,url,roof:levels,floor,health_specialty:gynaecology,building:levels:underground,healthcare,onkz,addr:country,heritage:operator
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxis Dr. Benahmesh,,,,,,,,,,,,,,,,,,,,,,7.8132223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8646491,,,,house,,,,,,,,,,
,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,Wilhelmitorwall,,,,,Praxis Dr. Bettina Senger,,,38118,,,,,,,,,,,,,,,,,,,10.5111993,,,,,,,,,,,,,,,,,,,,,,,,,,Braunschweig,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-11:00; Mo, Tu, Th 16:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2620736,,,,yes,,,,,,,,,DE,
,,,general,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,St.-Johannes-Straße,,,,,Praxis Dr. Birgit Schiller,,,41849,,,,,,,,,,,,,,,,,,,6.1901762,,,,,,,,,,,,,,,,,,,,,,,,,,Wassenberg,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-12:00; Mo,Tu,Th,Fr 17:00-18:00",,,,,,,,,,,,,+49 2435 6599,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Myhl,,,,,,,,,,,,,,,,,,,Fachärztin für Allgemeinmedizin,,,,,,,,51.0972348,,,,yes,,,,,,,doctor,,DE,
,,,oncology;internal,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,Goslarsche Straße,,,,,Praxis Dr. Buchholz,,,38304,,,,,,,,,,,,,,,,,,,10.5226324,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfenbüttel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dr-buchholz-wf.de,,+49 5331 / 71088 - 80,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,"Fachärztin für Innere Medizin
Hämatologie und Internistische Onkologie • Palliativmedizin • Rettungsmedizin",,,,,,,,52.1620822,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,Am Sommerwald,,,,,Praxis Dr. Dalheimer,,,,,,,,,,,,,,,,,,,,,,7.6198943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49-6331-98853,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2146459,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,Rheinstraße,,,,,Praxis Dr. Degen,,,64390,,,,,,,,,,,,,,,,,,,8.6417594,,,,,,,,,,,,,,,,,,,,,,,,,,Erzhausen,,,,,,,,,,,,,,,,,,,,,"Mo,Tu,Th 08:00-12:00, Mo,Tu 15:00-18:00; We,Fr 08:00-13:00",,,,,,,,,,,,,+49 6150 865924,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9533596,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,Waldstraße,,,,,Praxis Dr. Deichhardt,,,91472,,,,,,,,,,,,,,,,,,,10.4871254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxis Dr. Deichhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,office,,,,,,,,,,,,,,,,49.5244938,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,Magdalenenstraße,,,,,Praxis Dr. Diestel / Depenbrock,,,64390,,,,,,,,,,,,,,,,,,,8.6437965,,,,,,,,,,,,,,,,,,,,,,,,,,Erzhausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 6150 7774,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9505994,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,Käppelestraße,,,,,Praxis Dr. Dietrich,,,89331,,,,,,,,,,,,,,,,,,,10.4043163,,,,,,,,,,,,,,,,,,,,,,,,,,Burgau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4318518,,,,yes,,,,,,,,,DE,
,,,general,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,+49 2432 81091,,,,,,,,,,An der Rennbahn,,,,,Praxis Dr. Dommermuth,,,41849,,,,,,,,,,,,,,,,,,,6.1759014,,,,,,,,,,,,,,,,,,,,,,,,,,Wassenberg,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-11:00; Mo,Th 15:00-18:00",,,,,,,,,,,,,+49 2432 7061,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,Facharzt für Allgemeinmedizin,,,,,,,,51.1040417,,,,yes,,,,,,,doctor,,DE,
,,,general,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,Kurhausstraße,,,,,Praxis Dr. Emken,,,23795,,,,,,,,,,,,,"Michael Emken, Eckhard Wolff, Katrin Knoblauch",,,,,,10.3055983,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Segeberg,,,,,,,,,,,,,,,,,,,,,"Mo 07:00-19:00, Tu 08:00-20:00, We 07:00-19:00, Th 08:00-20:00, Fr 08:00-20:00, Sa 10:00-12:00",,,,,,,,,,,http://doktoremken.de/,,+49 4551 908890,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9432566,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,41,,,,,,,,,,,3dShapes,,,,,+49 2451 47730,,,,,,,,,,Marienstraße,,,,,Praxis Dr. Engelbert von Berg,,,52531,,,,,,,,,,,,,,,,,,,6.0906678,,,,,,,,,,,,,,,,,,,,,,,,,,Übach-Palenberg,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-12:00; Mo,Tu,Th 16:00-18:00",,,,,,,,,,,,,+49 2451 41384,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,Marienberg,,,,,,,,,,,,,,,,,,,Facharzt für Allgemeinmedizin,,,,,,,,50.9254280,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,Alter Weg,,,,,Praxis Dr. Feindel,,,56766,,,,,,,,,,,,,,,,,,,6.9762196,,,,,,,,,,,,,,,,,,,,,,,,,,Ulmen,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 2676 382,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2117022,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,Fürstenbergstraße,,,,,Praxis Dr. Ferchland,"kein Behindertenwc, keine automatischen Türen",,78467,,,,,,,,,,,,,,,,,,,9.1503580,,,,,,,,,,,,,,,,,,,,,,,,,,Konstanz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.praxis-dr-ferchland.de/,,+49 7531 72941,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,Fürstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6868992,,,,house,,,,,,,,,DE,
,,,general;internal,,,,,,,,,,,,,5,,,,,,,,,,,Webseite (Stand: April 2018),,,,,+49 6897 768369,,,,,,,,,,Liesbet-Dill-Straße,,,,,Praxis Dr. Fissler,,,66125,,,,,,,,,,,,,,,,,,,7.0450858,,,,,,,,,,info@praxis-fissler.de,,,,,,,,,,,,,,,,Saarbrücken,,,,,,,,,,,,,,,,,,,,,"Mo,Th 07:30-11:30,14:45-17:00; Tu 07:30-11:30,14:45-18:00; We 07:30-11:30; Fr 06:45-12:00",,,,,,,,,,,https://praxis-fissler.de/,,+49 6897 768060,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Dudweiler,,,,,,,,,,,,,,,,,,,Internist & Allgemeinärztin,,,,,,,,49.2669480,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,Schulstraße,,,,,Praxis Dr. Franze,,,74243,,,,,,,,,,,,,,,,,,,9.4165871,,,,,,,,,,,,,,,,,,,,,,,,,,Langenbrettach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Langenbeutingen,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2133815,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxis Dr. Gerd v. Heugel,,,,,,,,,,,,,,,,,,,,,,8.3563286,,,,,,,,,,,,,,half-hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4041287,,,,house,,,,,,,,,,
,,,general,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,Rothenburger Straße,,,,,Praxis Dr. Graup,,,90613,,,,,,,,,,,,,,,,,,,10.7820772,,,,,,,,,,,,,,,,,,,,,,,,,,Großhabersdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4070031,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxis Dr. Gutt,,,,,,,,,,,,,,,,,,,,,,8.4590802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2349254,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,Raiffeisenstraße,,,,+49 6533 958835,Praxis Dr. Guy-Roger Neis,,,54497,,,,,,,,,,,,,,,,,,,7.1296723,,,,,,,,,,,,,,,,,,,,,,,,,,Morbach,,,,,,,,,,,,,,,,,,,,,,+49 6533 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8115552,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,Schulstraße,,,,,Praxis Dr. Haacker,,,,,,,,,,,,,,,,,,,,,,7.8745804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6332428,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Weinstraße,,,,,Praxis Dr. Hans-Günther Hurler,,,86757,,,,,,,,,,,,,,,,,,,10.4766992,,,,,,,,,,,,,,,,,,,,,,,,,,Wallerstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8860692,,,,house,,,,,,,,,DE,
,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Eppinger Straße,,,,,"Praxis Dr. Heidelberger, Dr. Schmitt- Allgemeinmediziner",,,76684,,,,,,,,,,,,,,,,,,,8.7516535,,,,,,,,,,,,,,,,,,,,,,,,,,Östringen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 7259 8202,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Odenheim,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1782132,,,,yes,,,,,,,,,,
,,,internal;general,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Badeweg,,,,,Praxis Dr. Held,,,34613,,,,,,,,,,,,,,,,,,,9.2424776,,,,,,,,,,,,,,,,,,,,,,,,,,Schwalmstadt,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9115428,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,Die Weiberäcker,,,,,Praxis Dr. Herzberger,,,34587,,,,,,,,,,,,,"Dr. med. Christoph Herzberger, Dr. med. Ulrich Herzberger",,,,,,9.4377318,,,,,,,,,,,,,,,,,,,,,,,,,,Felsberg,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-10:00; Mo,Th 16:00-18:00",,,,,,,,,,,https://www.drherzberger.de/,,+49 5662 3770,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1662940,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,Röckumstraße,,,,,Praxis Dr. Ilstad,,,53121,,,,,,,,,,,,,,,,,,,7.0725317,,,,,,,,,,,,,,,,,,,,,,,,,,Bonn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7192606,,,,yes,,,,,,,doctor,,DE,
,,,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxis Dr. Joseph Parzinger,,,,,,,,,,,,,,,,,,,,,,12.4812306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 8642 900,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8270723,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,Stifterstraße,,,,,Praxis Dr. Kirsch,,,53844,,,,,,,,,,,,,,,,,,,7.0907607,,,,,,,,,,,,,,,,,,,,,,,,,,Troisdorf,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 07:45-13:00; Mo 15:45-19:00; Tu,Th 15:45-18:30",,,,,,,,,,,http://www.praxis-kirsch.cgm-docsite.com/,,+49 228 452563,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Bergheim,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7785805,,,,residential,,,,,,,,,DE,
,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Eschring,,,,,Praxis Dr. Klaus Schneckenberger,,,49762,,,,,,,,,,,,,,,,,,,7.3187740,,,,,,,,,,,,,,,,,,,,,,,,,,Lathen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8586021,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,Schloßstraße,,,,,Praxis Dr. Lehmann,,,01968,,,,,,,,,,,,,,,,,,,14.0064686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5183522,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,Schwester-Anna-Straße,,,,,Praxis Dr. Leif Möhlmann,,,27639,,,,,,,,,,,,,,,,,,,8.5599113,,,,,,,,,,,,,,,,,,,,,,,,,,Wurster Nordseeküste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6854676,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,Dorfstraße,,,,,Praxis Dr. M. Ney & Dr. A. Porzsolt,,,66793,,,,,,,,,,,,,,,,,,,6.8629216,,,,,,,,,,,,,,,,,,,,,,,,,,Saarwellingen,,,,,,,,,,,,,,,,,,,,,,+49 6838 81036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Schwarzenholz,,,,,,sport_medicine,,,,,,,,,,,,,,,,,,,,,49.3344891,,,,yes,,,,,,,general_medicine,,DE,
,,,general;paediatrics,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Praxis Dr. Malek,,,02999,,,,,,,,,,,,,,,,,,,14.3106141,,,,,,,,,,,,,,,,,,,,,,,,,,Lohsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Groß Särchen,,,,,,,,,2,,,,,,,,,,,,,,,,,,51.3653063,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Schellenhöhe,,,,,Praxis Dr. Marks,,,97265,,,,,,,,,,,,,,,,,,,9.8264182,,,,,,,,,,,,,,,,,,,,,,,,,,Hettstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8001979,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Auf der Höhe,,,,,Praxis Dr. Ruhnau,,,37574,,,,,,,,,,,,,,,,,,,9.9694764,,,,,,,,,,,,,,,,,,,,,,,,,,Einbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,Kreiensen,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8527927,,,,detached,,,,,,,,,DE,
,,,,,,,,,,,,,,,,12,,,,,,,,,,,bing,,,,,,,,,,,,,,,Lohbachstraße,,,,,Praxis Dr. Ruthrof,,,91161,,,,,,,,,,,,,,,,,,,11.1966004,,,,,,,,,,,,,,,,,,,,,,,,,,Hilpoltstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1932653,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,Kirchweg,,,,,Praxis Dr. Schlotmann,,,59071,,,,,,,,,,,,,,,,,,,7.8722062,,,,,,,,,,,,,,,,,,,,,,,,,,Hamm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49238181386,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6751138,,,,yes,,,,,,,,,,
,,,general,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Cloppenburger Straße,,,,,Praxis Dr. Steiner,,,27412,,,,,,,,,,,,,,,,,,,9.0809068,,,,,,,,,,,,,,,,,,,,,,,,,,Tarmstedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2236049,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,Michelbacher Straße,,,,,Praxis Dr. Sundermeyer,,,35041,,,,,,,,,,,,,,,,,,,8.7149617,,,,,,,,,,,,,,,,,,,,,,,,,,Marburg,,,,,,,,,,,,,,,,,,,,,"Mo 08:00-12:00,16:00-17:00; Tu 08:00-12:00,15:30-16:30; We 08:00-12:00,16:00-18:00; Th,Fr 08:00-12:00",,,,,,,,,,,http://praxis-michelbach.de,,+49 6420 822880,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,Michelbach,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8433300,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hinter den Höfen,,,,,Praxis Dr. Surmann,,,27389,,,,,,,,,,,,,,,,,,,9.6715865,,,,,,,,,,,,,,,,,,,,,,,,,,Fintel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 4265 1252,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1745591,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,81a,,,,,,,,,,,,,,,,,,,,,,,,,,Vieringhausen,,,,,Praxis Dr. Tennie,,,,,,,,,,,,,,,,,,,,,,7.1637369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1752269,,,,yes,,,,,,,,,,
,,,general,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,Am Ort,,noch aktuell ??? Laut Homepage gibt es die Praxis nicht mehr,,,Praxis Dr. Thomas Carl Stiller,,,37139,,,,,,,,,,,,,Dr. Thomas Carl Stiller,,,,,,9.7753533,,,,,,,,,,,,,,,,,,,,,,,,,,Adelebsen,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:30-12:00,16:00-18:00",,,,,,,,,,,https://www.praxisdrstiller.de,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Barterode,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5521616,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,Kirchberger Straße,,,,,Praxis Dr. Tosch,,,89079,,,,,,,,,,,,,,,,,,,9.9429901,,,,,,,,,,,,,,gabled,,,,,,,,,,,,Gögglingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.praxis-tosch.de/,,+49 7305 931443,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3408380,,,,commercial,,,,,,,,,,
,,,general,,,,,,,,,,,,,25a,,,,,,,,,,,,,,,,+49 2432 890907,,,,,,,,,,Elsumer Weg,,,,,Praxis Dr. Ulla Maus,,,41849,,,,,,,,,,,,,,,,,,,6.1451364,,,,,,,,,,praxis@ullamaus.de,,,,,,,,,,,,,,,,Wassenberg,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-12:00; Mo 15:00-17:00; Th 16:00-18:00,,,,,,,,,,,http://www.ulla-maus.de,,+49 2432 890908,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Birgelen,,,,,,,,,,,,,,,,,,,Fachärztin für Allgemeinmedizin,,,,,,,,51.1123451,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,Masch,,,,,Praxis Dr. Vogel,,,27389,,,,,,,,,,,,,,,,,,,9.6671338,,,,,,,,,,,,,,,,,,,,,,,,,,Fintel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 4265 8200,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1688225,,,,house,,,,,,,,,DE,
,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,Kreuzstraße,,,,,Praxis Dr. Werner Bösch,,,72160,,,,,,,,,,,,,,,,,,,8.6330693,,,,,,,,,,info@drboesch.de,,,,,,,,,,,,,,,,Horb am Neckar,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-13:00; Mo 17:00-20:00; Th 17:00-20:00; Fr 14:00-16:00,,,,,,,,,,,http://www.drboesch.de/,,+49 7482 229,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Dettingen,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4180832,,,,yes,,,,,,,,,DE,
